sale_id,date,product_id,customer_id,quantity,unit_price,total_amount
S01042,2023-07-12,P001,C001,2,1352.88,2705.76
S01043,2023-07-12,P014,C019,8,173.67,1389.36
S01044,2023-07-12,P002,C017,2,30.66,61.32
S01045,2023-07-12,P002,C009,4,29.86,119.44
S01046,2023-07-12,P005,C009,8,334.24,2673.92
S01047,2023-07-13,P014,C002,5,177.47,887.35
S01048,2023-07-13,P011,C011,7,81.9,573.3
S01049,2023-07-13,P002,C002,1,31.05,31.05
S01050,2023-07-14,P011,C006,6,78.85,473.1
S01051,2023-07-14,P008,C020,5,41.5,207.5
S01052,2023-07-14,P002,C012,6,29.04,174.24
S01053,2023-07-14,P007,C013,8,488.58,3908.64
S01054,2023-07-14,P007,C016,7,507.43,3552.01
S01055,2023-07-14,P013,C006,2,144.48,288.96
S01056,2023-07-14,P012,C002,3,192.06,576.18
S01057,2023-07-15,P008,C019,8,38.72,309.76
S01058,2023-07-15,P007,C012,10,476.43,4764.3
S01059,2023-07-15,P011,C005,8,83.35,666.8
S01060,2023-07-15,P002,C014,8,28.63,229.04
S01061,2023-07-15,P005,C011,1,357.15,357.15
S01062,2023-07-15,P011,C017,10,81.78,817.8
S01063,2023-07-16,P011,C011,9,80.17,721.53
S01064,2023-07-16,P012,C020,2,198.65,397.3
S01065,2023-07-16,P012,C008,8,196.91,1575.28
S01066,2023-07-17,P011,C013,3,82.7,248.1
S01067,2023-07-17,P009,C020,1,12.36,12.36
S01068,2023-07-17,P015,C006,9,6.2,55.8
S01069,2023-07-17,P014,C016,3,172.34,517.02
S01070,2023-07-17,P008,C011,4,39.31,157.24
S01071,2023-07-17,P005,C002,9,340.29,3062.61
S01072,2023-07-17,P011,C013,7,82.53,577.71
S01073,2023-07-18,P008,C015,10,39.78,397.8
S01074,2023-07-18,P014,C016,8,176.68,1413.44
S01075,2023-07-19,P012,C001,2,198.06,396.12
S01076,2023-07-19,P001,C018,9,1235.01,11115.09
S01077,2023-07-19,P002,C020,10,30.4,304.0
S01078,2023-07-19,P015,C017,9,5.81,52.29
S01079,2023-07-19,P011,C015,6,78.9,473.4
S01080,2023-07-20,P014,C008,8,176.97,1415.76
S01081,2023-07-20,P013,C020,10,149.59,1495.9
S01082,2023-07-21,P006,C015,2,239.93,479.86
S01083,2023-07-21,P011,C008,1,78.72,78.72
S01084,2023-07-21,P014,C010,9,180.39,1623.51
S01085,2023-07-21,P012,C004,1,207.93,207.93
S01086,2023-07-21,P008,C005,7,38.42,268.94
S01087,2023-07-21,P010,C007,4,8.65,34.6
S01088,2023-07-21,P014,C013,4,179.22,716.88
S01089,2023-07-22,P012,C011,2,205.13,410.26
S01090,2023-07-22,P001,C019,2,1335.37,2670.74
S01091,2023-07-22,P008,C015,10,41.81,418.1
S01092,2023-07-23,P008,C001,9,40.93,368.37
S01093,2023-07-23,P009,C014,10,12.97,129.7
S01094,2023-07-23,P009,C006,10,12.57,125.7
S01095,2023-07-24,P002,C013,10,30.31,303.1
S01096,2023-07-24,P006,C017,7,247.96,1735.72
S01097,2023-07-24,P010,C008,5,8.9,44.5
S01098,2023-07-25,P005,C015,3,337.33,1011.99
S01099,2023-07-25,P010,C017,5,9.3,46.5
S01100,2023-07-25,P009,C011,9,13.16,118.44
S01101,2023-07-25,P004,C007,10,91.92,919.2
S01102,2023-07-26,P006,C005,3,250.09,750.27
S01103,2023-07-26,P012,C011,2,205.21,410.42
S01104,2023-07-26,P009,C016,10,13.08,130.8
S01105,2023-07-26,P011,C014,9,78.28,704.52
S01106,2023-07-26,P014,C014,1,180.4,180.4
S01107,2023-07-26,P001,C013,3,1241.89,3725.67
S01108,2023-07-26,P001,C007,5,1332.51,6662.55
S01109,2023-07-27,P005,C009,3,361.87,1085.61
S01110,2023-07-27,P012,C010,4,205.06,820.24
S01111,2023-07-27,P001,C012,8,1248.31,9986.48
S01112,2023-07-28,P012,C018,4,204.84,819.36
S01113,2023-07-28,P009,C013,4,13.0,52.0
S01114,2023-07-28,P013,C010,1,156.39,156.39
S01115,2023-07-28,P007,C014,6,523.28,3139.68
S01116,2023-07-28,P001,C001,5,1261.39,6306.95
S01117,2023-07-28,P014,C015,4,187.4,749.6
S01118,2023-07-28,P012,C012,10,200.92,2009.2
S01119,2023-07-29,P004,C007,5,89.53,447.65
S01120,2023-07-29,P011,C003,3,83.69,251.07
S01121,2023-07-29,P012,C017,2,197.53,395.06
S01122,2023-07-29,P007,C009,9,488.2,4393.8
S01123,2023-07-29,P003,C019,5,47.52,237.6
S01124,2023-07-29,P008,C005,1,38.61,38.61
S01125,2023-07-30,P010,C002,10,9.3,93.0
S01126,2023-07-30,P005,C016,10,351.75,3517.5
S01127,2023-07-30,P002,C011,9,29.15,262.35
S01128,2023-07-30,P003,C017,2,51.42,102.84
S01129,2023-07-31,P007,C018,9,495.16,4456.44
S01130,2023-07-31,P006,C008,4,254.07,1016.28
S01131,2023-07-31,P006,C012,5,242.95,1214.75
S01132,2023-08-01,P009,C016,9,13.41,120.69
S01133,2023-08-01,P011,C001,2,81.34,162.68
S01134,2023-08-01,P008,C008,10,41.66,416.6
S01135,2023-08-01,P004,C002,6,88.92,533.52
S01136,2023-08-01,P013,C004,7,146.34,1024.38
S01137,2023-08-01,P012,C010,1,208.22,208.22
S01138,2023-08-02,P009,C017,8,12.97,103.76
S01139,2023-08-02,P005,C007,6,350.48,2102.88
S01140,2023-08-02,P002,C006,9,30.09,270.81
S01141,2023-08-02,P011,C003,4,81.35,325.4
S01142,2023-08-03,P014,C014,2,174.69,349.38
S01143,2023-08-03,P014,C014,2,184.43,368.86
S01144,2023-08-03,P003,C001,8,51.07,408.56
S01145,2023-08-04,P002,C003,1,29.02,29.02
S01146,2023-08-04,P005,C018,2,352.61,705.22
S01147,2023-08-05,P015,C009,7,5.92,41.44
S01148,2023-08-05,P011,C013,7,78.52,549.64
S01149,2023-08-05,P007,C004,9,475.29,4277.61
S01150,2023-08-06,P010,C003,10,8.58,85.8
S01151,2023-08-06,P014,C003,6,187.69,1126.14
S01152,2023-08-06,P002,C010,5,30.31,151.55
S01153,2023-08-06,P005,C015,7,346.32,2424.24
S01154,2023-08-06,P011,C001,8,77.24,617.92
S01155,2023-08-06,P004,C005,7,92.66,648.62
S01156,2023-08-06,P014,C018,5,188.27,941.35
S01157,2023-08-07,P005,C012,1,351.86,351.86
S01158,2023-08-07,P009,C005,2,12.39,24.78
S01159,2023-08-07,P010,C020,7,9.02,63.14
S01160,2023-08-08,P005,C007,6,339.9,2039.4
S01161,2023-08-08,P015,C017,3,5.79,17.37
S01162,2023-08-09,P010,C009,4,8.64,34.56
S01163,2023-08-09,P011,C019,1,82.8,82.8
S01164,2023-08-09,P015,C018,8,6.08,48.64
S01165,2023-08-10,P005,C003,5,335.93,1679.65
S01166,2023-08-10,P012,C019,8,209.02,1672.16
S01167,2023-08-11,P003,C008,2,48.92,97.84
S01168,2023-08-11,P002,C007,6,29.95,179.7
S01169,2023-08-11,P006,C020,5,254.83,1274.15
S01170,2023-08-11,P003,C019,10,49.31,493.1
S01171,2023-08-12,P007,C006,1,490.65,490.65
S01172,2023-08-12,P013,C008,7,146.64,1026.48
S01173,2023-08-12,P006,C005,6,259.44,1556.64
S01174,2023-08-12,P008,C015,6,41.09,246.54
S01175,2023-08-13,P009,C004,3,13.18,39.54
S01176,2023-08-13,P002,C009,3,31.16,93.48
S01177,2023-08-13,P004,C009,2,92.04,184.08
S01178,2023-08-13,P015,C001,9,6.07,54.63
S01179,2023-08-13,P014,C019,10,178.28,1782.8
S01180,2023-08-14,P004,C002,9,87.84,790.56
S01181,2023-08-14,P015,C018,8,6.08,48.64
S01182,2023-08-14,P003,C012,7,48.61,340.27
S01183,2023-08-14,P013,C019,5,144.5,722.5
S01184,2023-08-14,P009,C017,2,12.86,25.72
S01185,2023-08-14,P009,C001,4,13.44,53.76
S01186,2023-08-15,P011,C006,9,77.11,693.99
S01187,2023-08-15,P003,C006,10,52.23,522.3
S01188,2023-08-15,P011,C005,8,83.5,668.0
S01189,2023-08-15,P001,C008,8,1265.12,10120.96
S01190,2023-08-15,P005,C012,4,333.99,1335.96
S01191,2023-08-15,P004,C017,6,88.98,533.88
S01192,2023-08-16,P015,C002,1,6.28,6.28
S01193,2023-08-16,P006,C004,9,253.33,2279.97
S01194,2023-08-16,P005,C009,10,351.54,3515.4
S01195,2023-08-16,P003,C013,7,49.32,345.24
S01196,2023-08-16,P011,C003,9,78.0,702.0
S01197,2023-08-17,P009,C013,6,13.4,80.4
S01198,2023-08-17,P006,C016,8,259.67,2077.36
S01199,2023-08-17,P001,C017,3,1292.18,3876.54
S01200,2023-08-18,P002,C017,5,29.12,145.6
S01201,2023-08-18,P003,C006,6,50.5,303.0
S01202,2023-08-18,P014,C004,4,178.45,713.8
S01203,2023-08-19,P012,C004,8,203.49,1627.92
S01204,2023-08-19,P008,C007,10,38.64,386.4
S01205,2023-08-19,P014,C014,1,175.38,175.38
S01206,2023-08-19,P003,C019,10,48.3,483.0
S01207,2023-08-20,P009,C002,10,12.53,125.3
S01208,2023-08-20,P003,C009,3,50.07,150.21
S01209,2023-08-20,P007,C020,10,506.87,5068.7
S01210,2023-08-20,P015,C010,2,5.82,11.64
S01211,2023-08-20,P010,C016,8,8.69,69.52
S01212,2023-08-20,P014,C014,10,173.56,1735.6
S01213,2023-08-20,P010,C006,10,9.13,91.3
S01214,2023-08-21,P003,C011,8,50.47,403.76
S01215,2023-08-21,P002,C008,7,29.65,207.55
S01216,2023-08-21,P002,C001,4,30.06,120.24
S01217,2023-08-21,P015,C017,7,6.19,43.33
S01218,2023-08-22,P002,C006,8,31.19,249.52
S01219,2023-08-22,P010,C002,9,8.99,80.91
S01220,2023-08-22,P002,C003,8,30.47,243.76
S01221,2023-08-22,P015,C020,9,6.19,55.71
S01222,2023-08-22,P015,C014,9,5.94,53.46
S01223,2023-08-22,P014,C002,9,178.71,1608.39
S01224,2023-08-23,P013,C013,6,151.33,907.98
S01225,2023-08-23,P012,C019,2,198.5,397.0
S01226,2023-08-23,P005,C016,4,364.34,1457.36
S01227,2023-08-23,P002,C010,10,31.12,311.2
S01228,2023-08-23,P007,C009,4,475.26,1901.04
S01229,2023-08-24,P013,C001,10,150.33,1503.3
S01230,2023-08-24,P009,C001,7,13.19,92.33
S01231,2023-08-24,P012,C011,7,197.24,1380.68
S01232,2023-08-24,P003,C014,10,48.76,487.6
S01233,2023-08-24,P014,C018,7,181.15,1268.05
S01234,2023-08-24,P010,C009,7,9.22,64.54
S01235,2023-08-24,P007,C018,9,499.11,4491.99
S01236,2023-08-25,P009,C018,8,12.67,101.36
S01237,2023-08-25,P005,C019,6,359.59,2157.54
S01238,2023-08-25,P007,C005,2,512.38,1024.76
S01239,2023-08-25,P008,C006,2,38.85,77.7
S01240,2023-08-26,P013,C011,9,151.7,1365.3
S01241,2023-08-26,P011,C002,3,79.1,237.3
S01242,2023-08-26,P011,C001,2,82.58,165.16
S01243,2023-08-26,P008,C020,7,38.34,268.38
S01244,2023-08-26,P005,C008,6,335.29,2011.74
S01245,2023-08-27,P012,C013,7,202.27,1415.89
S01246,2023-08-27,P009,C010,10,12.42,124.2
S01247,2023-08-28,P011,C016,8,76.08,608.64
S01248,2023-08-28,P014,C017,5,174.5,872.5
S01249,2023-08-28,P013,C020,9,150.23,1352.07
S01250,2023-08-29,P010,C006,1,8.86,8.86
S01251,2023-08-29,P011,C001,3,76.69,230.07
S01252,2023-08-29,P005,C013,6,355.93,2135.58
S01253,2023-08-30,P010,C007,9,8.55,76.95
S01254,2023-08-30,P012,C003,2,200.98,401.96
S01255,2023-08-30,P012,C018,10,196.95,1969.5
S01256,2023-08-30,P014,C009,4,181.9,727.6
S01257,2023-08-30,P004,C015,7,90.66,634.62
S01258,2023-08-31,P003,C014,9,48.02,432.18
S01259,2023-08-31,P002,C017,5,29.51,147.55
S01260,2023-08-31,P002,C017,5,31.12,155.6
S01261,2023-08-31,P014,C019,5,183.49,917.45
S01262,2023-09-01,P010,C016,4,9.22,36.88
S01263,2023-09-01,P013,C015,8,155.94,1247.52
S01264,2023-09-01,P014,C001,8,173.08,1384.64
S01265,2023-09-01,P002,C013,4,30.52,122.08
S01266,2023-09-01,P004,C011,7,94.09,658.63
S01267,2023-09-01,P009,C018,1,13.25,13.25
S01268,2023-09-02,P004,C010,2,89.08,178.16
S01269,2023-09-02,P012,C011,2,201.08,402.16
S01270,2023-09-02,P003,C016,6,49.26,295.56
S01271,2023-09-02,P015,C019,5,5.8,29.0
S01272,2023-09-02,P012,C007,8,204.73,1637.84
S01273,2023-09-03,P012,C008,5,194.13,970.65
S01274,2023-09-03,P004,C008,10,88.69,886.9
S01275,2023-09-03,P013,C004,2,156.29,312.58
S01276,2023-09-03,P011,C016,10,76.04,760.4
S01277,2023-09-04,P001,C016,6,1315.68,7894.08
S01278,2023-09-04,P008,C019,5,39.95,199.75
S01279,2023-09-04,P013,C017,5,148.46,742.3
S01280,2023-09-04,P013,C019,3,143.3,429.9
S01281,2023-09-04,P013,C014,8,156.58,1252.64
S01282,2023-09-04,P001,C017,6,1286.17,7717.02
S01283,2023-09-04,P011,C006,8,83.8,670.4
S01284,2023-09-05,P009,C015,6,13.24,79.44
S01285,2023-09-05,P001,C007,7,1310.52,9173.64
S01286,2023-09-05,P006,C012,10,259.04,2590.4
S01287,2023-09-05,P003,C018,5,48.68,243.4
S01288,2023-09-05,P008,C020,6,39.45,236.7
S01289,2023-09-05,P008,C014,4,39.67,158.68
S01290,2023-09-05,P013,C012,6,155.3,931.8
S01291,2023-09-05,P005,C015,3,352.49,1057.47
S01292,2023-09-06,P011,C008,2,81.76,163.52
S01293,2023-09-06,P013,C008,9,148.97,1340.73
S01294,2023-09-06,P007,C007,3,514.99,1544.97
S01295,2023-09-06,P012,C005,8,206.1,1648.8
S01296,2023-09-06,P003,C014,8,48.16,385.28
S01297,2023-09-06,P015,C017,9,6.12,55.08
S01298,2023-09-06,P013,C016,5,146.25,731.25
S01299,2023-09-07,P001,C013,2,1324.76,2649.52
S01300,2023-09-07,P001,C007,5,1296.94,6484.7
S01301,2023-09-07,P011,C004,8,81.95,655.6
S01302,2023-09-07,P005,C012,6,352.1,2112.6
S01303,2023-09-07,P015,C009,6,5.7,34.2
S01304,2023-09-07,P002,C012,10,29.09,290.9
S01305,2023-09-07,P010,C018,3,9.42,28.26
S01306,2023-09-08,P006,C011,9,249.68,2247.12
S01307,2023-09-08,P012,C015,2,197.61,395.22
S01308,2023-09-08,P005,C015,3,362.88,1088.64
S01309,2023-09-08,P011,C011,7,81.04,567.28
S01310,2023-09-08,P010,C013,2,8.61,17.22
S01311,2023-09-09,P004,C011,6,91.37,548.22
S01312,2023-09-09,P012,C009,10,202.88,2028.8
S01313,2023-09-09,P005,C015,6,358.67,2152.02
S01314,2023-09-09,P009,C015,7,12.56,87.92
S01315,2023-09-09,P014,C001,3,184.09,552.27
S01316,2023-09-10,P005,C003,4,338.33,1353.32
S01317,2023-09-10,P002,C004,2,31.3,62.6
S01318,2023-09-10,P008,C018,1,38.1,38.1
S01319,2023-09-10,P007,C017,2,480.19,960.38
S01320,2023-09-10,P010,C005,2,9.13,18.26
S01321,2023-09-10,P015,C013,5,5.83,29.15
S01322,2023-09-10,P012,C010,8,202.52,1620.16
S01323,2023-09-10,P003,C017,3,47.63,142.89
S01324,2023-09-11,P006,C011,8,249.17,1993.36
S01325,2023-09-11,P014,C018,5,180.86,904.3
S01326,2023-09-11,P003,C018,3,50.44,151.32
S01327,2023-09-11,P008,C019,7,40.08,280.56
S01328,2023-09-11,P011,C018,5,83.26,416.3
S01329,2023-09-11,P008,C018,4,41.21,164.84
S01330,2023-09-11,P008,C010,6,39.64,237.84
S01331,2023-09-11,P003,C010,1,47.49,47.49
S01332,2023-09-12,P006,C010,8,250.87,2006.96
S01333,2023-09-12,P012,C016,8,195.98,1567.84
S01334,2023-09-12,P013,C014,5,151.44,757.2
S01335,2023-09-12,P013,C001,9,148.09,1332.81
S01336,2023-09-13,P015,C018,7,5.93,41.51
S01337,2023-09-13,P003,C013,7,48.59,340.13
S01338,2023-09-13,P002,C014,4,30.04,120.16
S01339,2023-09-13,P013,C020,5,146.76,733.8
S01340,2023-09-13,P012,C018,5,198.25,991.25
S01341,2023-09-13,P014,C003,3,173.45,520.35
S01342,2023-09-14,P011,C015,10,79.61,796.1
S01343,2023-09-14,P012,C020,8,193.75,1550.0
S01344,2023-09-14,P001,C005,1,1361.05,1361.05
S01345,2023-09-15,P003,C004,5,48.84,244.2
S01346,2023-09-15,P012,C015,1,194.65,194.65
S01347,2023-09-15,P003,C001,8,48.58,388.64
S01348,2023-09-16,P005,C016,6,348.72,2092.32
S01349,2023-09-16,P013,C002,6,143.69,862.14
S01350,2023-09-16,P013,C005,1,146.49,146.49
S01351,2023-09-16,P007,C003,9,498.5,4486.5
S01352,2023-09-16,P004,C009,7,92.94,650.58
S01353,2023-09-16,P002,C008,7,30.8,215.6
S01354,2023-09-17,P004,C002,4,89.64,358.56
S01355,2023-09-17,P013,C004,9,152.48,1372.32
S01356,2023-09-17,P004,C016,7,91.62,641.34
S01357,2023-09-17,P005,C011,3,354.51,1063.53
S01358,2023-09-17,P001,C018,9,1250.87,11257.83
S01359,2023-09-17,P008,C010,4,39.43,157.72
S01360,2023-09-18,P014,C007,2,175.24,350.48
S01361,2023-09-18,P007,C011,1,483.36,483.36
S01362,2023-09-18,P005,C019,2,346.34,692.68
S01363,2023-09-19,P001,C002,10,1336.84,13368.4
S01364,2023-09-19,P008,C020,3,39.48,118.44
S01365,2023-09-19,P002,C008,3,29.99,89.97
S01366,2023-09-19,P011,C020,6,83.44,500.64
S01367,2023-09-20,P001,C002,6,1318.78,7912.68
S01368,2023-09-20,P012,C018,2,192.51,385.02
S01369,2023-09-20,P004,C011,9,92.59,833.31
S01370,2023-09-20,P013,C012,8,153.49,1227.92
S01371,2023-09-20,P001,C013,6,1329.16,7974.96
S01372,2023-09-20,P005,C002,8,357.22,2857.76
S01373,2023-09-20,P009,C010,9,13.25,119.25
S01374,2023-09-20,P004,C019,3,90.38,271.14
S01375,2023-09-21,P012,C015,5,207.34,1036.7
S01376,2023-09-21,P010,C018,3,8.6,25.8
S01377,2023-09-21,P003,C015,5,51.59,257.95
S01378,2023-09-21,P009,C012,8,12.34,98.72
S01379,2023-09-21,P011,C017,7,81.86,573.02
S01380,2023-09-22,P010,C012,10,8.76,87.6
S01381,2023-09-22,P012,C003,9,206.37,1857.33
S01382,2023-09-22,P004,C017,8,92.38,739.04
S01383,2023-09-23,P010,C010,6,8.91,53.46
S01384,2023-09-23,P006,C004,2,250.57,501.14
S01385,2023-09-23,P002,C002,3,29.03,87.09
S01386,2023-09-23,P001,C007,2,1298.09,2596.18
S01387,2023-09-24,P001,C019,7,1320.52,9243.64
S01388,2023-09-24,P009,C020,10,12.67,126.7
S01389,2023-09-24,P006,C008,10,255.44,2554.4
S01390,2023-09-25,P015,C007,8,6.25,50.0
S01391,2023-09-25,P014,C003,8,185.41,1483.28
S01392,2023-09-25,P001,C012,9,1331.64,11984.76
S01393,2023-09-26,P014,C012,1,185.82,185.82
S01394,2023-09-26,P005,C017,1,358.19,358.19
S01395,2023-09-26,P014,C010,2,187.99,375.98
S01396,2023-09-26,P009,C004,2,13.28,26.56
S01397,2023-09-26,P009,C013,4,12.59,50.36
S01398,2023-09-26,P011,C008,10,80.99,809.9
S01399,2023-09-27,P009,C018,7,13.31,93.17
S01400,2023-09-27,P013,C019,6,152.61,915.66
S01401,2023-09-27,P012,C014,2,193.33,386.66
S01402,2023-09-27,P003,C018,7,50.01,350.07
S01403,2023-09-28,P003,C018,10,49.71,497.1
S01404,2023-09-28,P006,C011,9,262.28,2360.52
S01405,2023-09-28,P006,C012,7,256.59,1796.13
S01406,2023-09-28,P007,C011,10,487.03,4870.3
S01407,2023-09-28,P009,C007,7,13.34,93.38
S01408,2023-09-28,P015,C009,6,6.27,37.62
S01409,2023-09-28,P008,C013,1,40.9,40.9
S01410,2023-09-28,P005,C020,1,350.61,350.61
S01411,2023-09-29,P001,C010,4,1262.92,5051.68
S01412,2023-09-29,P006,C001,5,260.47,1302.35
S01413,2023-09-29,P009,C018,10,13.54,135.4
S01414,2023-09-29,P003,C004,1,49.79,49.79
S01415,2023-09-29,P003,C005,5,49.33,246.65
S01416,2023-09-30,P004,C008,5,92.79,463.95
S01417,2023-09-30,P002,C019,7,30.2,211.4
S01418,2023-09-30,P004,C003,6,92.63,555.78
S01419,2023-09-30,P003,C016,10,51.59,515.9
S01420,2023-09-30,P002,C020,5,28.6,143.0
S01421,2023-09-30,P013,C019,7,143.67,1005.69
S01422,2023-09-30,P001,C011,6,1349.36,8096.16
S01423,2023-10-01,P007,C004,4,512.37,2049.48
S01424,2023-10-01,P014,C020,1,182.4,182.4
S01425,2023-10-01,P011,C013,1,78.43,78.43
S01426,2023-10-01,P001,C011,9,1308.43,11775.87
S01427,2023-10-01,P006,C017,4,241.32,965.28
S01428,2023-10-01,P011,C013,8,82.01,656.08
S01429,2023-10-02,P009,C003,4,12.9,51.6
S01430,2023-10-02,P013,C013,3,144.47,433.41
S01431,2023-10-02,P002,C016,10,30.73,307.3
S01432,2023-10-02,P009,C013,5,12.45,62.25
S01433,2023-10-02,P009,C014,3,13.33,39.99
S01434,2023-10-02,P008,C018,4,39.94,159.76
S01435,2023-10-02,P011,C019,4,80.48,321.92
S01436,2023-10-03,P009,C008,4,12.43,49.72
S01437,2023-10-03,P013,C014,6,152.76,916.56
S01438,2023-10-03,P010,C003,2,9.14,18.28
S01439,2023-10-03,P007,C012,6,484.51,2907.06
S01440,2023-10-03,P006,C020,1,256.73,256.73
S01441,2023-10-03,P003,C012,10,51.6,516.0
S01442,2023-10-03,P013,C015,10,144.68,1446.8
S01443,2023-10-03,P001,C008,4,1324.09,5296.36
S01444,2023-10-04,P013,C003,2,153.58,307.16
S01445,2023-10-04,P004,C020,3,93.31,279.93
S01446,2023-10-04,P014,C010,1,177.17,177.17
S01447,2023-10-04,P013,C004,5,149.24,746.2
S01448,2023-10-05,P006,C007,9,242.79,2185.11
S01449,2023-10-05,P009,C017,5,13.05,65.25
S01450,2023-10-05,P010,C005,1,8.88,8.88
S01451,2023-10-06,P009,C002,5,12.56,62.8
S01452,2023-10-06,P005,C007,10,341.99,3419.9
S01453,2023-10-06,P008,C001,2,39.54,79.08
S01454,2023-10-06,P005,C012,2,333.16,666.32
S01455,2023-10-06,P014,C013,4,188.63,754.52
S01456,2023-10-06,P009,C004,6,12.97,77.82
S01457,2023-10-06,P010,C018,2,8.71,17.42
S01458,2023-10-06,P009,C015,9,13.54,121.86
S01459,2023-10-07,P001,C008,9,1274.63,11471.67
S01460,2023-10-07,P008,C013,3,38.06,114.18
S01461,2023-10-07,P011,C012,6,80.99,485.94
S01462,2023-10-08,P009,C009,1,13.15,13.15
S01463,2023-10-08,P015,C013,1,6.26,6.26
S01464,2023-10-08,P005,C008,3,344.45,1033.35
S01465,2023-10-08,P007,C005,2,511.48,1022.96
S01466,2023-10-09,P011,C020,4,79.33,317.32
S01467,2023-10-09,P010,C005,7,9.41,65.87
S01468,2023-10-09,P015,C020,6,5.96,35.76
S01469,2023-10-09,P003,C007,3,50.4,151.2
S01470,2023-10-09,P011,C007,3,78.46,235.38
S01471,2023-10-09,P012,C017,3,198.59,595.77
S01472,2023-10-09,P015,C005,10,6.24,62.4
S01473,2023-10-10,P002,C018,9,31.34,282.06
S01474,2023-10-10,P002,C006,6,31.01,186.06
S01475,2023-10-10,P003,C001,6,51.89,311.34
S01476,2023-10-10,P007,C014,5,497.14,2485.7
S01477,2023-10-10,P015,C009,3,6.16,18.48
S01478,2023-10-11,P003,C006,1,51.3,51.3
S01479,2023-10-11,P010,C020,5,9.08,45.4
S01480,2023-10-11,P010,C008,10,8.75,87.5
S01481,2023-10-12,P001,C012,2,1324.45,2648.9
S01482,2023-10-12,P008,C005,9,41.37,372.33
S01483,2023-10-12,P008,C012,3,41.4,124.2
S01484,2023-10-12,P008,C016,3,38.65,115.95
S01485,2023-10-12,P004,C002,7,92.37,646.59
S01486,2023-10-12,P001,C009,7,1263.92,8847.44
S01487,2023-10-12,P011,C007,4,76.52,306.08
S01488,2023-10-12,P015,C015,10,5.98,59.8
S01489,2023-10-13,P014,C015,4,178.69,714.76
S01490,2023-10-13,P013,C002,10,153.52,1535.2
S01491,2023-10-13,P007,C011,7,505.57,3538.99
S01492,2023-10-13,P012,C019,10,200.71,2007.1
S01493,2023-10-13,P011,C002,9,76.86,691.74
S01494,2023-10-14,P014,C002,4,180.33,721.32
S01495,2023-10-14,P007,C002,9,494.36,4449.24
S01496,2023-10-14,P013,C002,4,146.86,587.44
S01497,2023-10-14,P007,C010,5,498.06,2490.3
S01498,2023-10-14,P007,C010,10,520.94,5209.4
S01499,2023-10-14,P012,C017,3,199.26,597.78
S01500,2023-10-15,P008,C003,9,38.44,345.96
S01501,2023-10-15,P013,C019,9,144.52,1300.68
S01502,2023-10-15,P007,C011,8,476.24,3809.92
S01503,2023-10-15,P008,C019,4,41.52,166.08
S01504,2023-10-15,P002,C009,6,30.56,183.36
S01505,2023-10-15,P015,C006,2,5.75,11.5
S01506,2023-10-15,P012,C015,6,191.7,1150.2
S01507,2023-10-15,P012,C013,9,202.23,1820.07
S01508,2023-10-16,P007,C018,7,477.19,3340.33
S01509,2023-10-16,P003,C011,10,51.85,518.5
S01510,2023-10-16,P014,C005,3,186.63,559.89
S01511,2023-10-16,P003,C002,7,49.03,343.21
S01512,2023-10-17,P013,C015,5,151.89,759.45
S01513,2023-10-17,P002,C005,4,28.5,114.0
S01514,2023-10-17,P013,C009,1,149.37,149.37
S01515,2023-10-17,P014,C016,9,185.52,1669.68
S01516,2023-10-17,P010,C016,4,8.74,34.96
S01517,2023-10-17,P011,C016,8,79.27,634.16
S01518,2023-10-17,P002,C020,10,28.51,285.1
S01519,2023-10-17,P015,C018,5,6.06,30.3
S01520,2023-10-18,P014,C007,1,174.32,174.32
S01521,2023-10-18,P001,C012,1,1253.89,1253.89
S01522,2023-10-18,P001,C019,10,1273.79,12737.9
S01523,2023-10-18,P015,C003,1,5.76,5.76
S01524,2023-10-18,P003,C006,5,50.55,252.75
S01525,2023-10-18,P012,C020,10,205.74,2057.4
S01526,2023-10-18,P003,C015,10,49.29,492.9
S01527,2023-10-19,P002,C010,6,29.6,177.6
S01528,2023-10-19,P007,C003,7,517.16,3620.12
S01529,2023-10-19,P002,C010,8,28.89,231.12
S01530,2023-10-20,P014,C009,6,180.48,1082.88
S01531,2023-10-20,P009,C007,4,13.14,52.56
S01532,2023-10-20,P002,C019,9,31.45,283.05
S01533,2023-10-20,P008,C020,5,39.7,198.5
S01534,2023-10-20,P014,C011,5,180.45,902.25
S01535,2023-10-20,P010,C012,3,9.09,27.27
S01536,2023-10-20,P008,C017,8,39.96,319.68
S01537,2023-10-20,P003,C020,4,51.03,204.12
S01538,2023-10-21,P001,C004,1,1295.43,1295.43
S01539,2023-10-21,P013,C004,4,154.48,617.92
S01540,2023-10-21,P007,C014,1,491.68,491.68
S01541,2023-10-21,P009,C007,1,13.17,13.17
S01542,2023-10-22,P005,C009,2,343.26,686.52
S01543,2023-10-22,P009,C018,6,13.34,80.04
S01544,2023-10-22,P002,C011,6,29.68,178.08
S01545,2023-10-22,P010,C020,1,9.29,9.29
S01546,2023-10-22,P004,C011,6,93.79,562.74
S01547,2023-10-22,P008,C016,1,40.57,40.57
S01548,2023-10-22,P008,C005,8,41.56,332.48
S01549,2023-10-22,P009,C011,8,13.36,106.88
S01550,2023-10-23,P015,C002,9,5.87,52.83
S01551,2023-10-23,P012,C011,9,200.71,1806.39
